route,ridership_route_code,route_full_name,current_garage,mode,month_start,year_month,day_type,on_time_percent,data_source
1,001,1 - FREEPORT ROAD,Ross,Bus,2017-01-01,201701,WEEKDAY,0.6837,UTA
1,001,1 - FREEPORT ROAD,Ross,Bus,2017-01-01,201701,SAT.,0.6977,UTA
1,001,1 - FREEPORT ROAD,Ross,Bus,2017-01-01,201701,SUN.,0.628,UTA
2,002,2 - MOUNT ROYAL,Ross,Bus,2017-01-01,201701,WEEKDAY,0.6978,UTA
4,004,4 - TROY HILL,Ross,Bus,2017-01-01,201701,WEEKDAY,0.7438,UTA
4,004,4 - TROY HILL,Ross,Bus,2017-01-01,201701,SAT.,0.7042,UTA
6,006,6 - SPRING HILL,Ross,Bus,2017-01-01,201701,WEEKDAY,0.8049,UTA
6,006,6 - SPRING HILL,Ross,Bus,2017-01-01,201701,SAT.,0.7361,UTA
6,006,6 - SPRING HILL,Ross,Bus,2017-01-01,201701,SUN.,0.7749,UTA
7,007,7 - SPRING GARDEN,Ross,Bus,2017-01-01,201701,WEEKDAY,0.6233,UTA
8,008,8 - PERRYSVILLE,Ross,Bus,2017-01-01,201701,WEEKDAY,0.7239,UTA
8,008,8 - PERRYSVILLE,Ross,Bus,2017-01-01,201701,SAT.,0.735,UTA
8,008,8 - PERRYSVILLE,Ross,Bus,2017-01-01,201701,SUN.,0.7475,UTA
11,011,11 - FINEVIEW,Ross,Bus,2017-01-01,201701,WEEKDAY,0.7438,UTA
11,011,11 - FINEVIEW,Ross,Bus,2017-01-01,201701,SAT.,0.6715,UTA
11,011,11 - FINEVIEW,Ross,Bus,2017-01-01,201701,SUN.,0.7362,UTA
12,012,12 - MCKNIGHT,Ross,Bus,2017-01-01,201701,WEEKDAY,0.6842,UTA
12,012,12 - MCKNIGHT,Ross,Bus,2017-01-01,201701,SAT.,0.6137,UTA
12,012,12 - MCKNIGHT,Ross,Bus,2017-01-01,201701,SUN.,0.7228,UTA
13,013,13 - BELLEVUE,Ross,Bus,2017-01-01,201701,WEEKDAY,0.6795,UTA
13,013,13 - BELLEVUE,Ross,Bus,2017-01-01,201701,SAT.,0.7552,UTA
13,013,13 - BELLEVUE,Ross,Bus,2017-01-01,201701,SUN.,0.781,UTA
14,014,14 - OHIO VALLEY,Ross,Bus,2017-01-01,201701,WEEKDAY,0.7055,UTA
14,014,14 - OHIO VALLEY,Ross,Bus,2017-01-01,201701,SAT.,0.7178,UTA
14,014,14 - OHIO VALLEY,Ross,Bus,2017-01-01,201701,SUN.,0.7537,UTA
15,015,15 - CHARLES,Ross,Bus,2017-01-01,201701,WEEKDAY,0.7717,UTA
15,015,15 - CHARLES,Ross,Bus,2017-01-01,201701,SAT.,0.8209,UTA
15,015,15 - CHARLES,Ross,Bus,2017-01-01,201701,SUN.,0.709,UTA
16,016,16 - BRIGHTON,Ross,Bus,2017-01-01,201701,WEEKDAY,0.7411,UTA
16,016,16 - BRIGHTON,Ross,Bus,2017-01-01,201701,SAT.,0.7729,UTA
16,016,16 - BRIGHTON,Ross,Bus,2017-01-01,201701,SUN.,0.7843,UTA
17,017,17 - SHADELAND,Ross,Bus,2017-01-01,201701,WEEKDAY,0.7196,UTA
17,017,17 - SHADELAND,Ross,Bus,2017-01-01,201701,SAT.,0.7238,UTA
17,017,17 - SHADELAND,Ross,Bus,2017-01-01,201701,SUN.,0.6811,UTA
18,018,18 - MANCHESTER,Ross,Bus,2017-01-01,201701,WEEKDAY,0.7322,UTA
19L,019L,19L - EMSWORTH LIMITED,Ross,Bus,2017-01-01,201701,WEEKDAY,0.6682,UTA
20,020,20 - KENNEDY,Collier,Bus,2017-01-01,201701,WEEKDAY,0.7552,UTA
21,021,21 - CORAOPOLIS,Collier,Bus,2017-01-01,201701,WEEKDAY,0.6752,UTA
21,021,21 - CORAOPOLIS,Collier,Bus,2017-01-01,201701,SAT.,0.7482,UTA
21,021,21 - CORAOPOLIS,Collier,Bus,2017-01-01,201701,SUN.,0.7237,UTA
22,022,22 - MCCOY,Collier,Bus,2017-01-01,201701,WEEKDAY,0.7054,UTA
22,022,22 - MCCOY,Collier,Bus,2017-01-01,201701,SAT.,0.763,UTA
24,024,24 - WEST PARK,Collier,Bus,2017-01-01,201701,WEEKDAY,0.6794,UTA
24,024,24 - WEST PARK,Collier,Bus,2017-01-01,201701,SAT.,0.7282,UTA
24,024,24 - WEST PARK,Collier,Bus,2017-01-01,201701,SUN.,0.6752,UTA
26,026,26 - CHARTIERS,Collier,Bus,2017-01-01,201701,WEEKDAY,0.7258,UTA
26,026,26 - CHARTIERS,Collier,Bus,2017-01-01,201701,SAT.,0.8118,UTA
26,026,26 - CHARTIERS,Collier,Bus,2017-01-01,201701,SUN.,0.8028,UTA
27,027,27 - FAIRYWOOD,Collier,Bus,2017-01-01,201701,WEEKDAY,0.7586,UTA
27,027,27 - FAIRYWOOD,Collier,Bus,2017-01-01,201701,SAT.,0.8136,UTA
27,027,27 - FAIRYWOOD,Collier,Bus,2017-01-01,201701,SUN.,0.7656,UTA
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2017-01-01,201701,WEEKDAY,0.633,UTA
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2017-01-01,201701,SAT.,0.6699,UTA
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2017-01-01,201701,SUN.,0.7555,UTA
29,029,29 - ROBINSON,Collier,Bus,2017-01-01,201701,WEEKDAY,0.6138,UTA
31,031,31 - BRIDGEVILLE,Collier,Bus,2017-01-01,201701,WEEKDAY,0.7031,UTA
31,031,31 - BRIDGEVILLE,Collier,Bus,2017-01-01,201701,SAT.,0.7382,UTA
31,031,31 - BRIDGEVILLE,Collier,Bus,2017-01-01,201701,SUN.,0.7896,UTA
36,036,36 - BANKSVILLE,Collier,Bus,2017-01-01,201701,WEEKDAY,0.6089,UTA
38,038,38 - GREEN TREE,Collier,Bus,2017-01-01,201701,WEEKDAY,0.6091,UTA
38,038,38 - GREEN TREE,Collier,Bus,2017-01-01,201701,SAT.,0.7562,UTA
38,038,38 - GREEN TREE,Collier,Bus,2017-01-01,201701,SUN.,0.6667,UTA
39,039,39 - BROOKLINE,Collier,Bus,2017-01-01,201701,WEEKDAY,0.763,UTA
39,039,39 - BROOKLINE,Collier,Bus,2017-01-01,201701,SAT.,0.708,UTA
40,040,40 - MOUNT WASHINGTON,Collier,Bus,2017-01-01,201701,WEEKDAY,0.7754,UTA
40,040,40 - MOUNT WASHINGTON,Collier,Bus,2017-01-01,201701,SAT.,0.7788,UTA
40,040,40 - MOUNT WASHINGTON,Collier,Bus,2017-01-01,201701,SUN.,0.7109,UTA
41,041,41 - BOWER HILL,Collier,Bus,2017-01-01,201701,WEEKDAY,0.6871,UTA
41,041,41 - BOWER HILL,Collier,Bus,2017-01-01,201701,SAT.,0.8469,UTA
41,041,41 - BOWER HILL,Collier,Bus,2017-01-01,201701,SUN.,0.5709,UTA
43,043,43 - BAILEY,Collier,Bus,2017-01-01,201701,WEEKDAY,0.6667,UTA
43,043,43 - BAILEY,Collier,Bus,2017-01-01,201701,SAT.,0.5645,UTA
43,043,43 - BAILEY,Collier,Bus,2017-01-01,201701,SUN.,0.6174,UTA
44,044,44 - VIA KNOXVILLE,Collier,Bus,2017-01-01,201701,WEEKDAY,0.7661,UTA
44,044,44 - VIA KNOXVILLE,Collier,Bus,2017-01-01,201701,SAT.,0.7324,UTA
44,044,44 - VIA KNOXVILLE,Collier,Bus,2017-01-01,201701,SUN.,0.7977,UTA
48,048,48 - ARLINGTON,Collier,Bus,2017-01-01,201701,WEEKDAY,0.7288,UTA
48,048,48 - ARLINGTON,Collier,Bus,2017-01-01,201701,SAT.,0.6218,UTA
48,048,48 - ARLINGTON,Collier,Bus,2017-01-01,201701,SUN.,0.757,UTA
51,051,51 - CARRICK,West Mifflin,Bus,2017-01-01,201701,WEEKDAY,0.6963,UTA
51,051,51 - CARRICK,West Mifflin,Bus,2017-01-01,201701,SAT.,0.6871,UTA
51,051,51 - CARRICK,West Mifflin,Bus,2017-01-01,201701,SUN.,0.74,UTA
51L,051L,51L - CARRICK LIMITED,West Mifflin,Bus,2017-01-01,201701,WEEKDAY,0.6764,UTA
52L,052L,52L - HOMEVILLE LIMITED,West Mifflin,Bus,2017-01-01,201701,WEEKDAY,0.5919,UTA
53,053,53 - HOMESTEAD PARK,West Mifflin,Bus,2017-01-01,201701,SAT.,0.764,UTA
53L,053L,53L - HOMESTEAD PARK LIMITED,West Mifflin,Bus,2017-01-01,201701,WEEKDAY,0.6432,UTA
54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2017-01-01,201701,WEEKDAY,0.6554,UTA
54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2017-01-01,201701,SAT.,0.6184,UTA
54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2017-01-01,201701,SUN.,0.6581,UTA
55,055,55 - GLASSPORT,West Mifflin,Bus,2017-01-01,201701,WEEKDAY,0.8016,UTA
55,055,55 - GLASSPORT,West Mifflin,Bus,2017-01-01,201701,SAT.,0.8384,UTA
55,055,55 - GLASSPORT,West Mifflin,Bus,2017-01-01,201701,SUN.,0.7471,UTA
56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2017-01-01,201701,WEEKDAY,0.701,UTA
56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2017-01-01,201701,SAT.,0.7886,UTA
56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2017-01-01,201701,SUN.,0.7762,UTA
57,057,57 - HAZELWOOD,West Mifflin,Bus,2017-01-01,201701,WEEKDAY,0.7403,UTA
57,057,57 - HAZELWOOD,West Mifflin,Bus,2017-01-01,201701,SAT.,0.6512,UTA
57,057,57 - HAZELWOOD,West Mifflin,Bus,2017-01-01,201701,SUN.,0.7569,UTA
58,058,58 - GREENFIELD,East Liberty,Bus,2017-01-01,201701,WEEKDAY,0.6883,UTA
58,058,58 - GREENFIELD,East Liberty,Bus,2017-01-01,201701,SAT.,0.6677,UTA
58,058,58 - GREENFIELD,East Liberty,Bus,2017-01-01,201701,SUN.,0.7425,UTA
59,059,59 - MON VALLEY,West Mifflin,Bus,2017-01-01,201701,WEEKDAY,0.7074,UTA
59,059,59 - MON VALLEY,West Mifflin,Bus,2017-01-01,201701,SAT.,0.7193,UTA
59,059,59 - MON VALLEY,West Mifflin,Bus,2017-01-01,201701,SUN.,0.7561,UTA
60,060,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,2017-01-01,201701,WEEKDAY,0.7407,UTA
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2017-01-01,201701,WEEKDAY,0.6263,UTA
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2017-01-01,201701,SAT.,0.746,UTA
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2017-01-01,201701,SUN.,0.6947,UTA
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2017-01-01,201701,WEEKDAY,0.6642,UTA
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2017-01-01,201701,SAT.,0.7754,UTA
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2017-01-01,201701,SUN.,0.6217,UTA
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2017-01-01,201701,WEEKDAY,0.6477,UTA
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2017-01-01,201701,SAT.,0.6728,UTA
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2017-01-01,201701,SUN.,0.6128,UTA
61D,061D,61D - MURRAY,West Mifflin,Bus,2017-01-01,201701,WEEKDAY,0.6759,UTA
61D,061D,61D - MURRAY,West Mifflin,Bus,2017-01-01,201701,SAT.,0.6071,UTA
61D,061D,61D - MURRAY,West Mifflin,Bus,2017-01-01,201701,SUN.,0.5907,UTA
64,064,64 - LAWRENCEVILLE - WATERFRONT,East Liberty/West Mifflin,Bus,2017-01-01,201701,WEEKDAY,0.6878,UTA
64,064,64 - LAWRENCEVILLE - WATERFRONT,East Liberty/West Mifflin,Bus,2017-01-01,201701,SAT.,0.7174,UTA
64,064,64 - LAWRENCEVILLE - WATERFRONT,East Liberty/West Mifflin,Bus,2017-01-01,201701,SUN.,0.7343,UTA
65,065,65 - SQUIRREL HILL,West Mifflin,Bus,2017-01-01,201701,WEEKDAY,0.6899,UTA
67,067,67 - MONROEVILLE,East Liberty,Bus,2017-01-01,201701,WEEKDAY,0.6526,UTA
67,067,67 - MONROEVILLE,East Liberty,Bus,2017-01-01,201701,SAT.,0.6417,UTA
67,067,67 - MONROEVILLE,East Liberty,Bus,2017-01-01,201701,SUN.,0.7663,UTA
68,068,68 - BRADDOCK HILLS,East Liberty,Bus,2017-01-01,201701,WEEKDAY,0.7612,UTA
68,068,68 - BRADDOCK HILLS,East Liberty,Bus,2017-01-01,201701,SAT.,0.7204,UTA
68,068,68 - BRADDOCK HILLS,East Liberty,Bus,2017-01-01,201701,SUN.,0.7848,UTA
69,069,69 - TRAFFORD,East Liberty,Bus,2017-01-01,201701,WEEKDAY,0.6316,UTA
69,069,69 - TRAFFORD,East Liberty,Bus,2017-01-01,201701,SAT.,0.6595,UTA
69,069,69 - TRAFFORD,East Liberty,Bus,2017-01-01,201701,SUN.,0.6468,UTA
71,071,71 - EDGEWOOD TOWN CENTER,East Liberty,Bus,2017-01-01,201701,WEEKDAY,0.7901,UTA
71A,071A,71A - NEGLEY,East Liberty,Bus,2017-01-01,201701,WEEKDAY,0.5719,UTA
71A,071A,71A - NEGLEY,East Liberty,Bus,2017-01-01,201701,SAT.,0.7589,UTA
71A,071A,71A - NEGLEY,East Liberty,Bus,2017-01-01,201701,SUN.,0.6325,UTA
71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2017-01-01,201701,WEEKDAY,0.6098,UTA
71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2017-01-01,201701,SAT.,0.7616,UTA
71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2017-01-01,201701,SUN.,0.7485,UTA
71C,071C,71C - POINT BREEZE,East Liberty,Bus,2017-01-01,201701,WEEKDAY,0.5496,UTA
71C,071C,71C - POINT BREEZE,East Liberty,Bus,2017-01-01,201701,SAT.,0.6233,UTA
71C,071C,71C - POINT BREEZE,East Liberty,Bus,2017-01-01,201701,SUN.,0.6733,UTA
71D,071D,71D - HAMILTON,East Liberty,Bus,2017-01-01,201701,WEEKDAY,0.6304,UTA
71D,071D,71D - HAMILTON,East Liberty,Bus,2017-01-01,201701,SAT.,0.7277,UTA
71D,071D,71D - HAMILTON,East Liberty,Bus,2017-01-01,201701,SUN.,0.6819,UTA
74,074,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2017-01-01,201701,WEEKDAY,0.6306,UTA
74,074,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2017-01-01,201701,SAT.,0.7166,UTA
75,075,75 - ELLSWORTH,East Liberty,Bus,2017-01-01,201701,WEEKDAY,0.71,UTA
75,075,75 - ELLSWORTH,East Liberty,Bus,2017-01-01,201701,SAT.,0.7312,UTA
75,075,75 - ELLSWORTH,East Liberty,Bus,2017-01-01,201701,SUN.,0.6492,UTA
77,077,77 - PENN HILLS,East Liberty,Bus,2017-01-01,201701,WEEKDAY,0.6218,UTA
77,077,77 - PENN HILLS,East Liberty,Bus,2017-01-01,201701,SAT.,0.5561,UTA
77,077,77 - PENN HILLS,East Liberty,Bus,2017-01-01,201701,SUN.,0.6342,UTA
78,078,78 - OAKMONT,East Liberty,Bus,2017-01-01,201701,WEEKDAY,0.8133,UTA
79,079,79 - EAST HILLS,East Liberty,Bus,2017-01-01,201701,WEEKDAY,0.6747,UTA
79,079,79 - EAST HILLS,East Liberty,Bus,2017-01-01,201701,SAT.,0.6952,UTA
79,079,79 - EAST HILLS,East Liberty,Bus,2017-01-01,201701,SUN.,0.7114,UTA
81,081,81 - OAK HILL,West Mifflin,Bus,2017-01-01,201701,WEEKDAY,0.695,UTA
81,081,81 - OAK HILL,West Mifflin,Bus,2017-01-01,201701,SAT.,0.6707,UTA
81,081,81 - OAK HILL,West Mifflin,Bus,2017-01-01,201701,SUN.,0.6868,UTA
82,082,82 - LINCOLN,East Liberty,Bus,2017-01-01,201701,WEEKDAY,0.6547,UTA
82,082,82 - LINCOLN,East Liberty,Bus,2017-01-01,201701,SAT.,0.6913,UTA
82,082,82 - LINCOLN,East Liberty,Bus,2017-01-01,201701,SUN.,0.6353,UTA
83,083,83 - BEDFORD HILL,West Mifflin,Bus,2017-01-01,201701,WEEKDAY,0.6789,UTA
83,083,83 - BEDFORD HILL,West Mifflin,Bus,2017-01-01,201701,SAT.,0.8209,UTA
83,083,83 - BEDFORD HILL,West Mifflin,Bus,2017-01-01,201701,SUN.,0.6864,UTA
86,086,86 - LIBERTY,East Liberty,Bus,2017-01-01,201701,WEEKDAY,0.6382,UTA
86,086,86 - LIBERTY,East Liberty,Bus,2017-01-01,201701,SAT.,0.6139,UTA
86,086,86 - LIBERTY,East Liberty,Bus,2017-01-01,201701,SUN.,0.6611,UTA
87,087,87 - FRIENDSHIP,East Liberty,Bus,2017-01-01,201701,WEEKDAY,0.6909,UTA
87,087,87 - FRIENDSHIP,East Liberty,Bus,2017-01-01,201701,SAT.,0.7358,UTA
87,087,87 - FRIENDSHIP,East Liberty,Bus,2017-01-01,201701,SUN.,0.75,UTA
88,088,88 - PENN,East Liberty,Bus,2017-01-01,201701,WEEKDAY,0.6749,UTA
88,088,88 - PENN,East Liberty,Bus,2017-01-01,201701,SAT.,0.6488,UTA
88,088,88 - PENN,East Liberty,Bus,2017-01-01,201701,SUN.,0.7621,UTA
89,089,89 - GARFIELD COMMONS,East Liberty,Bus,2017-01-01,201701,WEEKDAY,0.642,UTA
89,089,89 - GARFIELD COMMONS,East Liberty,Bus,2017-01-01,201701,SAT.,0.6852,UTA
89,089,89 - GARFIELD COMMONS,East Liberty,Bus,2017-01-01,201701,SUN.,0.6351,UTA
91,091,91 - BUTLER STREET,Ross,Bus,2017-01-01,201701,WEEKDAY,0.701,UTA
91,091,91 - BUTLER STREET,Ross,Bus,2017-01-01,201701,SAT.,0.7118,UTA
91,091,91 - BUTLER STREET,Ross,Bus,2017-01-01,201701,SUN.,0.632,UTA
93,093,93 - LAWRENCEVILLE - HAZELWOOD,West Mifflin,Bus,2017-01-01,201701,WEEKDAY,0.7045,UTA
G2,G2,G2 - WEST BUSWAY,Collier,Bus,2017-01-01,201701,WEEKDAY,0.7742,UTA
G2,G2,G2 - WEST BUSWAY,Collier,Bus,2017-01-01,201701,SAT.,0.8087,UTA
G2,G2,G2 - WEST BUSWAY,Collier,Bus,2017-01-01,201701,SUN.,0.7965,UTA
G3,G3,G3 - MOON FLYER,Collier,Bus,2017-01-01,201701,WEEKDAY,0.7174,UTA
G31,G31,G31 - BRIDGEVILLE FLYER,Collier,Bus,2017-01-01,201701,WEEKDAY,0.7257,UTA
O1,O1,O1 - ROSS FLYER,Ross,Bus,2017-01-01,201701,WEEKDAY,0.7959,UTA
O12,O12,O12 - MCKNIGHT FLYER,Ross,Bus,2017-01-01,201701,WEEKDAY,0.7023,UTA
O5,O5,O5 - THOMPSON RUN FLYER VIA 279,Ross,Bus,2017-01-01,201701,WEEKDAY,0.63,UTA
P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2017-01-01,201701,WEEKDAY,0.7889,UTA
P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2017-01-01,201701,SAT.,0.8151,UTA
P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2017-01-01,201701,SUN.,0.8549,UTA
P10,P10,P10 - ALLEGHENY VALLEY FLYER,East Liberty,Bus,2017-01-01,201701,WEEKDAY,0.6019,UTA
P12,P12,P12 - HOLIDAY PARK FLYER,East Liberty,Bus,2017-01-01,201701,WEEKDAY,0.6134,UTA
P13,P13,P13 - MOUNT ROYAL FLYER,Ross,Bus,2017-01-01,201701,WEEKDAY,0.5522,UTA
P16,P16,P16 - PENN HILLS FLYER,East Liberty,Bus,2017-01-01,201701,WEEKDAY,0.665,UTA
P17,P17,P17 - LINCOLN PARK FLYER,East Liberty,Bus,2017-01-01,201701,WEEKDAY,0.7022,UTA
P2,P2,P2 - EAST BUSWAY SHORT,East Liberty,Bus,2017-01-01,201701,WEEKDAY,0.8659,UTA
P3,P3,P3 - EAST BUSWAY-OAKLAND,West Mifflin,Bus,2017-01-01,201701,WEEKDAY,0.8364,UTA
P67,P67,P67 - MONROEVILLE FLYER,East Liberty,Bus,2017-01-01,201701,WEEKDAY,0.6427,UTA
P68,P68,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,2017-01-01,201701,WEEKDAY,0.5861,UTA
P69,P69,P69 - TRAFFORD FLYER,East Liberty,Bus,2017-01-01,201701,WEEKDAY,0.6015,UTA
P7,P7,P7 - MCKEESPORT FLYER,West Mifflin,Bus,2017-01-01,201701,WEEKDAY,0.6532,UTA
P71,P71,P71 - SWISSVALE FLYER,East Liberty,Bus,2017-01-01,201701,WEEKDAY,0.6476,UTA
P76,P76,P76 - LINCOLN HIGHWAY FLYER,West Mifflin,Bus,2017-01-01,201701,WEEKDAY,0.5887,UTA
P78,P78,P78 - OAKMONT FLYER,East Liberty,Bus,2017-01-01,201701,WEEKDAY,0.5695,UTA
Y1,Y1,Y1 - LARGE FLYER,West Mifflin,Bus,2017-01-01,201701,WEEKDAY,0.7423,UTA
Y45,Y45,Y45 - BALDWIN MANOR FLYER,West Mifflin,Bus,2017-01-01,201701,WEEKDAY,0.7803,UTA
Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2017-01-01,201701,WEEKDAY,0.7064,UTA
Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2017-01-01,201701,SAT.,0.8577,UTA
Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2017-01-01,201701,SUN.,0.7098,UTA
Y47,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,2017-01-01,201701,WEEKDAY,0.7142,UTA
Y47,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,2017-01-01,201701,SAT.,0.7213,UTA
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2017-01-01,201701,WEEKDAY,0.7308,UTA
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2017-01-01,201701,SAT.,0.7438,UTA
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2017-01-01,201701,SUN.,0.7216,UTA
1,001,1 - FREEPORT ROAD,Ross,Bus,2017-02-01,201702,WEEKDAY,0.6764,UTA
1,001,1 - FREEPORT ROAD,Ross,Bus,2017-02-01,201702,SAT.,0.6311,UTA
1,001,1 - FREEPORT ROAD,Ross,Bus,2017-02-01,201702,SUN.,0.645,UTA
2,002,2 - MOUNT ROYAL,Ross,Bus,2017-02-01,201702,WEEKDAY,0.5968,UTA
4,004,4 - TROY HILL,Ross,Bus,2017-02-01,201702,WEEKDAY,0.733,UTA
4,004,4 - TROY HILL,Ross,Bus,2017-02-01,201702,SAT.,0.6642,UTA
6,006,6 - SPRING HILL,Ross,Bus,2017-02-01,201702,WEEKDAY,0.7829,UTA
6,006,6 - SPRING HILL,Ross,Bus,2017-02-01,201702,SAT.,0.7395,UTA
6,006,6 - SPRING HILL,Ross,Bus,2017-02-01,201702,SUN.,0.797,UTA
7,007,7 - SPRING GARDEN,Ross,Bus,2017-02-01,201702,WEEKDAY,0.6736,UTA
8,008,8 - PERRYSVILLE,Ross,Bus,2017-02-01,201702,WEEKDAY,0.7143,UTA
8,008,8 - PERRYSVILLE,Ross,Bus,2017-02-01,201702,SAT.,0.6653,UTA
8,008,8 - PERRYSVILLE,Ross,Bus,2017-02-01,201702,SUN.,0.7514,UTA
11,011,11 - FINEVIEW,Ross,Bus,2017-02-01,201702,WEEKDAY,0.7334,UTA
11,011,11 - FINEVIEW,Ross,Bus,2017-02-01,201702,SAT.,0.7249,UTA
11,011,11 - FINEVIEW,Ross,Bus,2017-02-01,201702,SUN.,0.7154,UTA
12,012,12 - MCKNIGHT,Ross,Bus,2017-02-01,201702,WEEKDAY,0.6923,UTA
12,012,12 - MCKNIGHT,Ross,Bus,2017-02-01,201702,SAT.,0.5711,UTA
12,012,12 - MCKNIGHT,Ross,Bus,2017-02-01,201702,SUN.,0.6861,UTA
13,013,13 - BELLEVUE,Ross,Bus,2017-02-01,201702,WEEKDAY,0.6896,UTA
13,013,13 - BELLEVUE,Ross,Bus,2017-02-01,201702,SAT.,0.711,UTA
13,013,13 - BELLEVUE,Ross,Bus,2017-02-01,201702,SUN.,0.7494,UTA
14,014,14 - OHIO VALLEY,Ross,Bus,2017-02-01,201702,WEEKDAY,0.697,UTA
14,014,14 - OHIO VALLEY,Ross,Bus,2017-02-01,201702,SAT.,0.7755,UTA
14,014,14 - OHIO VALLEY,Ross,Bus,2017-02-01,201702,SUN.,0.8018,UTA
15,015,15 - CHARLES,Ross,Bus,2017-02-01,201702,WEEKDAY,0.7724,UTA
15,015,15 - CHARLES,Ross,Bus,2017-02-01,201702,SAT.,0.717,UTA
15,015,15 - CHARLES,Ross,Bus,2017-02-01,201702,SUN.,0.7083,UTA
16,016,16 - BRIGHTON,Ross,Bus,2017-02-01,201702,WEEKDAY,0.7389,UTA
16,016,16 - BRIGHTON,Ross,Bus,2017-02-01,201702,SAT.,0.6981,UTA
16,016,16 - BRIGHTON,Ross,Bus,2017-02-01,201702,SUN.,0.7636,UTA
17,017,17 - SHADELAND,Ross,Bus,2017-02-01,201702,WEEKDAY,0.6939,UTA
17,017,17 - SHADELAND,Ross,Bus,2017-02-01,201702,SAT.,0.7258,UTA
17,017,17 - SHADELAND,Ross,Bus,2017-02-01,201702,SUN.,0.665,UTA
18,018,18 - MANCHESTER,Ross,Bus,2017-02-01,201702,WEEKDAY,0.7706,UTA
19L,019L,19L - EMSWORTH LIMITED,Ross,Bus,2017-02-01,201702,WEEKDAY,0.7169,UTA
20,020,20 - KENNEDY,Collier,Bus,2017-02-01,201702,WEEKDAY,0.7791,UTA
21,021,21 - CORAOPOLIS,Collier,Bus,2017-02-01,201702,WEEKDAY,0.6962,UTA
21,021,21 - CORAOPOLIS,Collier,Bus,2017-02-01,201702,SAT.,0.7219,UTA
21,021,21 - CORAOPOLIS,Collier,Bus,2017-02-01,201702,SUN.,0.6998,UTA
22,022,22 - MCCOY,Collier,Bus,2017-02-01,201702,WEEKDAY,0.7284,UTA
22,022,22 - MCCOY,Collier,Bus,2017-02-01,201702,SAT.,0.778,UTA
24,024,24 - WEST PARK,Collier,Bus,2017-02-01,201702,WEEKDAY,0.6878,UTA
24,024,24 - WEST PARK,Collier,Bus,2017-02-01,201702,SAT.,0.7416,UTA
24,024,24 - WEST PARK,Collier,Bus,2017-02-01,201702,SUN.,0.7101,UTA
26,026,26 - CHARTIERS,Collier,Bus,2017-02-01,201702,WEEKDAY,0.7615,UTA
26,026,26 - CHARTIERS,Collier,Bus,2017-02-01,201702,SAT.,0.7566,UTA
26,026,26 - CHARTIERS,Collier,Bus,2017-02-01,201702,SUN.,0.8163,UTA
27,027,27 - FAIRYWOOD,Collier,Bus,2017-02-01,201702,WEEKDAY,0.7496,UTA
27,027,27 - FAIRYWOOD,Collier,Bus,2017-02-01,201702,SAT.,0.7841,UTA
27,027,27 - FAIRYWOOD,Collier,Bus,2017-02-01,201702,SUN.,0.8262,UTA
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2017-02-01,201702,WEEKDAY,0.6609,UTA
